id,food_name,classification,rewritten_name,cached_at
3415,"Archway Home Style Cookies, Old Fashioned Windmill Cookies",non_vegan,,2026-05-26T01:52:23.473180+00:00
3416,"Archway Home Style Cookies, Peanut Butter",non_vegan,,2026-05-26T01:52:23.473339+00:00
3417,"Archway Home Style Cookies, Reduced Fat Ginger Snaps",non_vegan,,2026-05-26T01:52:23.475226+00:00
3418,"Arrowhead, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:52:23.475427+00:00
3419,"Arrowhead, raw",vegan,,2026-05-26T01:52:23.475579+00:00
3420,"Artichokes, (globe or french), cooked, boiled, drained, with salt",vegan,,2026-05-26T01:52:23.475688+00:00
3421,"Artichokes, (globe or french), cooked, boiled, drained, without salt",vegan,,2026-05-26T01:52:23.475837+00:00
3422,"Artichokes, (globe or french), raw",vegan,,2026-05-26T01:52:23.475939+00:00
3423,"Arugula, baby, raw",vegan,,2026-05-26T01:52:23.476067+00:00
3424,"Asparagus, frozen, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:52:23.476175+00:00
3425,"Asparagus, frozen, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:52:23.476360+00:00
3426,"Asparagus, green, raw",vegan,,2026-05-26T01:52:23.476544+00:00
3427,"Asparagus, raw",vegan,,2026-05-26T01:52:23.476702+00:00
3428,"Avocados, raw, Florida",vegan,,2026-05-26T01:52:23.476853+00:00
3429,"Babyfood, apple yogurt dessert, strained",non_vegan,,2026-05-26T01:52:23.477064+00:00
3430,"Babyfood, apple-banana juice",vegan,,2026-05-26T01:52:23.477202+00:00
3431,"Babyfood, baked product, finger snacks cereal fortified",non_vegan,,2026-05-26T01:52:23.477548+00:00
3432,"Babyfood, banana juice with low fat yogurt",non_vegan,,2026-05-26T01:52:23.477690+00:00
3433,"Babyfood, banana no tapioca, strained",vegan,,2026-05-26T01:52:23.477835+00:00
3434,"Babyfood, banana with mixed berries, strained",vegan,,2026-05-26T01:52:23.477970+00:00
3435,"Babyfood, carrots, toddler",vegan,,2026-05-26T01:52:23.478106+00:00
3436,"Babyfood, cereal, barley, dry fortified",vegan,,2026-05-26T01:52:23.478538+00:00
3437,"Babyfood, dinner, beef with vegetables",non_vegan,,2026-05-26T01:52:41.537573+00:00
3438,"Babyfood, dinner, broccoli and chicken, junior",non_vegan,,2026-05-26T01:52:41.538181+00:00
3439,"Babyfood, dinner, chicken and rice",non_vegan,,2026-05-26T01:52:41.538372+00:00
3440,"Babyfood, dinner, chicken noodle, strained",non_vegan,,2026-05-26T01:52:41.538453+00:00
3441,"Babyfood, dinner, chicken soup, strained",non_vegan,,2026-05-26T01:52:41.538519+00:00
3442,"Babyfood, dinner, chicken stew, toddler",non_vegan,,2026-05-26T01:52:41.538575+00:00
3443,"Babyfood, dinner, macaroni and cheese, junior",non_vegan,,2026-05-26T01:52:41.538635+00:00
3444,"Babyfood, dinner, macaroni and tomato and beef, junior",non_vegan,,2026-05-26T01:52:41.538690+00:00
3445,"Babyfood, dinner, macaroni and tomato and beef, strained",non_vegan,,2026-05-26T01:52:41.538767+00:00
3446,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",non_vegan,,2026-05-26T01:52:41.538825+00:00
3447,"Babyfood, dinner, mixed vegetable, junior",vegan,,2026-05-26T01:52:41.538884+00:00
3448,"Babyfood, dinner, mixed vegetable, strained",vegan,,2026-05-26T01:52:41.538939+00:00
3449,"Babyfood, dinner, pasta with vegetables",ambiguous,,2026-05-26T01:52:41.539012+00:00
3450,"Babyfood, dinner, spaghetti and tomato and meat, junior",non_vegan,,2026-05-26T01:52:41.539072+00:00
3451,"Babyfood, dinner, spaghetti and tomato and meat, toddler",non_vegan,,2026-05-26T01:52:41.539127+00:00
3452,"Babyfood, dinner, sweet potatoes and chicken, strained",non_vegan,,2026-05-26T01:52:41.539182+00:00
3453,"Babyfood, dinner, turkey and rice, junior",non_vegan,,2026-05-26T01:52:41.539237+00:00
3454,"Babyfood, dinner, turkey and rice, strained",non_vegan,,2026-05-26T01:52:41.539323+00:00
3455,"Babyfood, dinner, turkey, rice, and vegetables, toddler",non_vegan,,2026-05-26T01:52:41.539382+00:00
3456,"Babyfood, dinner, vegetables and beef, junior",non_vegan,,2026-05-26T01:52:41.539438+00:00
3457,"Babyfood, dinner, vegetables and beef, strained",non_vegan,,2026-05-26T01:52:41.539511+00:00
3458,"Babyfood, dinner, vegetables and chicken, junior",non_vegan,,2026-05-26T01:52:41.539568+00:00
3459,"Babyfood, dinner, vegetables and dumplings and beef, junior",non_vegan,,2026-05-26T01:52:41.539623+00:00
3460,"Babyfood, dinner, vegetables and dumplings and beef, strained",non_vegan,,2026-05-26T01:52:41.539681+00:00
3461,"Babyfood, dinner, vegetables and lamb, junior",non_vegan,,2026-05-26T01:52:41.539740+00:00
3462,"Babyfood, dinner, vegetables and noodles and turkey, junior",non_vegan,,2026-05-26T01:52:41.539795+00:00
3463,"Babyfood, dinner, vegetables and noodles and turkey, strained",non_vegan,,2026-05-26T01:52:41.539853+00:00
3464,"Babyfood, dinner, vegetables and turkey, junior",non_vegan,,2026-05-26T01:52:41.539907+00:00
3465,"Babyfood, dinner, vegetables and turkey, strained",non_vegan,,2026-05-26T01:52:41.539960+00:00
3466,"Babyfood, dinner, vegetables chicken, strained",non_vegan,,2026-05-26T01:52:41.540014+00:00
3467,"Babyfood, fortified cereal bar, fruit filling",ambiguous,,2026-05-26T01:52:41.540071+00:00
3468,"Babyfood, fruit and vegetable, apple and sweet potato",vegan,,2026-05-26T01:52:41.540128+00:00
3469,"Babyfood, fruit supreme dessert",ambiguous,,2026-05-26T01:52:41.540213+00:00
3470,"Babyfood, fruit, apple and blueberry, strained",vegan,,2026-05-26T01:52:41.540322+00:00
3471,"Babyfood, fruit, apple and raspberry, strained",vegan,,2026-05-26T01:52:41.540444+00:00
3472,"Babyfood, fruit, applesauce and apricots, junior",vegan,,2026-05-26T01:52:41.540505+00:00
3473,"Babyfood, fruit, applesauce and apricots, strained",vegan,,2026-05-26T01:52:41.540560+00:00
3474,"Babyfood, fruit, applesauce and cherries, strained",vegan,,2026-05-26T01:52:41.540622+00:00
3475,"Babyfood, fruit, applesauce and pineapple, junior",vegan,,2026-05-26T01:52:41.541053+00:00
3476,"Babyfood, fruit, applesauce and pineapple, strained",vegan,,2026-05-26T01:52:41.541159+00:00
3477,"Babyfood, fruit, applesauce with banana, junior",vegan,,2026-05-26T01:52:41.541227+00:00
3478,"Babyfood, fruit, applesauce, junior",vegan,,2026-05-26T01:52:41.541335+00:00
3479,"Babyfood, fruit, applesauce, strained",vegan,,2026-05-26T01:52:41.541397+00:00
3480,"Babyfood, fruit, bananas with apples and pears, strained",vegan,,2026-05-26T01:52:41.541454+00:00
3481,"Babyfood, fruit, guava and papaya with tapioca, strained",vegan,,2026-05-26T01:52:41.541510+00:00
3482,"Babyfood, fruit, peaches, strained",vegan,,2026-05-26T01:52:41.541565+00:00
3483,"Babyfood, fruit, pears, junior",vegan,,2026-05-26T01:52:41.541621+00:00
3484,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",vegan,,2026-05-26T01:52:41.541680+00:00
3485,"Babyfood, fruit, tutti frutti, strained",vegan,,2026-05-26T01:52:41.541758+00:00
3486,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",vegan,,2026-05-26T01:52:41.541816+00:00
3487,"Babyfood, GERBER, Banana with orange medley",vegan,,2026-05-26T01:52:46.722356+00:00
3488,"Babyfood, grape juice, no sugar, canned",vegan,,2026-05-26T01:52:46.722629+00:00
3489,"Babyfood, juice treats, fruit medley, toddler",ambiguous,,2026-05-26T01:52:46.722800+00:00
3490,"Babyfood, juice, apple",vegan,,2026-05-26T01:52:46.722948+00:00
3491,"Babyfood, juice, apple - cherry",vegan,,2026-05-26T01:52:46.723155+00:00
3492,"Babyfood, juice, apple and grape",vegan,,2026-05-26T01:52:46.723335+00:00
3493,"Babyfood, juice, apple and peach",vegan,,2026-05-26T01:52:46.723487+00:00
3494,"Babyfood, juice, apple and prune",vegan,,2026-05-26T01:52:46.723622+00:00
3495,"Babyfood, juice, apple, with calcium",vegan,,2026-05-26T01:52:46.723767+00:00
3496,"Babyfood, juice, apple-sweet potato",vegan,,2026-05-26T01:52:46.723908+00:00
3497,"Babyfood, juice, fruit punch, with calcium",vegan,,2026-05-26T01:52:46.724043+00:00
3498,"Babyfood, juice, mixed fruit",vegan,,2026-05-26T01:52:46.724183+00:00
3499,"Babyfood, juice, orange",vegan,,2026-05-26T01:52:46.724552+00:00
3500,"Babyfood, juice, orange and apple and banana",vegan,,2026-05-26T01:52:46.724711+00:00
3501,"Babyfood, juice, orange and banana",vegan,,2026-05-26T01:52:46.724856+00:00
3502,"Babyfood, juice, orange-carrot",vegan,,2026-05-26T01:52:46.724992+00:00
3503,"Babyfood, macaroni and cheese, toddler",non_vegan,,2026-05-26T01:52:46.725125+00:00
3504,"Babyfood, mashed cheddar potatoes and broccoli, toddlers",non_vegan,,2026-05-26T01:52:46.725264+00:00
3505,"Babyfood, meat, beef with vegetables, toddler",non_vegan,,2026-05-26T01:52:46.725447+00:00
3506,"Babyfood, meat, beef, junior",non_vegan,,2026-05-26T01:52:46.725589+00:00
3507,"Babyfood, meat, chicken sticks, junior",non_vegan,,2026-05-26T01:52:46.725729+00:00
3508,"Babyfood, meat, chicken, strained",non_vegan,,2026-05-26T01:52:46.725868+00:00
3509,"Babyfood, meat, ham, junior",non_vegan,,2026-05-26T01:52:46.726001+00:00
3510,"Babyfood, meat, lamb, junior",non_vegan,,2026-05-26T01:52:46.726137+00:00
3511,"Babyfood, meat, meat sticks, junior",non_vegan,,2026-05-26T01:52:46.726421+00:00
3512,"Babyfood, meat, pork, strained",non_vegan,,2026-05-26T01:52:46.726575+00:00
3513,"Babyfood, meat, veal, strained",non_vegan,,2026-05-26T01:52:46.726715+00:00
3514,"Babyfood, mixed fruit juice with low fat yogurt",non_vegan,,2026-05-26T01:52:46.726863+00:00
3515,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",ambiguous,,2026-05-26T01:52:46.727004+00:00
3516,"Babyfood, pears, dices, toddler",vegan,,2026-05-26T01:52:46.727226+00:00
3517,"Babyfood, peas and brown rice",ambiguous,,2026-05-26T01:52:46.727470+00:00
3518,"Babyfood, peas, dices, toddler",vegan,,2026-05-26T01:52:46.727629+00:00
3519,"Babyfood, potatoes, toddler",ambiguous,,2026-05-26T01:52:46.727772+00:00
3520,"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",vegan,,2026-05-26T01:52:46.727919+00:00
3521,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",ambiguous,,2026-05-26T01:52:46.728461+00:00
3522,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",vegan,,2026-05-26T01:52:46.728638+00:00
3523,"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",non_vegan,,2026-05-26T01:52:46.728789+00:00
3524,"Babyfood, tropical fruit medley",vegan,,2026-05-26T01:52:46.728932+00:00
3525,"Babyfood, vegetable and brown rice, strained",ambiguous,,2026-05-26T01:52:46.729072+00:00
3526,"Babyfood, vegetable, butternut squash and corn",ambiguous,,2026-05-26T01:52:46.729214+00:00
3527,"Babyfood, vegetable, green beans and potatoes",ambiguous,,2026-05-26T01:52:46.729389+00:00
3528,"Babyfood, vegetables, beets, strained",vegan,,2026-05-26T01:52:46.729529+00:00
3529,"Babyfood, vegetables, carrots, junior",vegan,,2026-05-26T01:52:46.729664+00:00
3530,"Babyfood, vegetables, carrots, strained",vegan,,2026-05-26T01:52:46.729802+00:00
3531,"Babyfood, vegetables, corn, creamed, junior",non_vegan,,2026-05-26T01:52:46.729938+00:00
3532,"Babyfood, vegetables, corn, creamed, strained",non_vegan,,2026-05-26T01:52:46.730076+00:00
3533,"Babyfood, vegetables, garden vegetable, strained",ambiguous,,2026-05-26T01:52:46.730208+00:00
3534,"Babyfood, vegetables, green beans, junior",vegan,,2026-05-26T01:52:46.730381+00:00
3535,"Babyfood, vegetables, green beans, strained",vegan,,2026-05-26T01:52:46.730526+00:00
3536,"Babyfood, vegetables, mix vegetables junior",ambiguous,,2026-05-26T01:52:46.730707+00:00
3537,"Babyfood, cereal, egg yolks and bacon, junior",non_vegan,,2026-05-26T01:52:54.195019+00:00
3538,"Babyfood, cereal, high protein, with apple and orange, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.196761+00:00
3539,"Babyfood, cereal, mixed, dry fortified",ambiguous,,2026-05-26T01:52:54.196920+00:00
3540,"Babyfood, cereal, mixed, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.197052+00:00
3541,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",ambiguous,,2026-05-26T01:52:54.197180+00:00
3542,"Babyfood, cereal, mixed, with applesauce and bananas, strained",ambiguous,,2026-05-26T01:52:54.197317+00:00
3543,"Babyfood, cereal, mixed, with bananas, dry",ambiguous,,2026-05-26T01:52:54.197425+00:00
3544,"Babyfood, cereal, mixed, with bananas, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.197522+00:00
3545,"Babyfood, cereal, mixed, with honey, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.197618+00:00
3546,"Babyfood, cereal, oatmeal, dry fortified",ambiguous,,2026-05-26T01:52:54.197713+00:00
3547,"Babyfood, cereal, Oatmeal, dry, GERBER, SINGLE GRAIN, fortified",ambiguous,,2026-05-26T01:52:54.197807+00:00
3548,"Babyfood, cereal, oatmeal, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.197906+00:00
3549,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",ambiguous,,2026-05-26T01:52:54.197999+00:00
3550,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",ambiguous,,2026-05-26T01:52:54.198093+00:00
3551,"Babyfood, cereal, oatmeal, with bananas, dry",ambiguous,,2026-05-26T01:52:54.198187+00:00
3552,"Babyfood, cereal, oatmeal, with bananas, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.198302+00:00
3553,"Babyfood, cereal, oatmeal, with honey, dry",non_vegan,,2026-05-26T01:52:54.198400+00:00
3554,"Babyfood, cereal, oatmeal, with honey, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.198490+00:00
3555,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",ambiguous,,2026-05-26T01:52:54.198580+00:00
3556,"Babyfood, cereal, rice, dry fortified",ambiguous,,2026-05-26T01:52:54.198670+00:00
3557,"Babyfood, cereal, rice, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.198762+00:00
3558,"Babyfood, cereal, rice, with applesauce and bananas, strained",ambiguous,,2026-05-26T01:52:54.198850+00:00
3559,"Babyfood, cereal, rice, with bananas, dry",ambiguous,,2026-05-26T01:52:54.198950+00:00
3560,"Babyfood, cereal, rice, with honey, prepared with whole milk",non_vegan,,2026-05-26T01:52:54.199042+00:00
3561,"Babyfood, cereal, whole wheat, with apples, dry fortified",ambiguous,,2026-05-26T01:52:54.199133+00:00
3562,"Babyfood, cereal, with egg yolks, strained",non_vegan,,2026-05-26T01:52:54.199231+00:00
3563,"Babyfood, cherry cobbler, junior",non_vegan,,2026-05-26T01:52:54.199423+00:00
3564,"Babyfood, cookie, baby, fruit",ambiguous,,2026-05-26T01:52:54.199530+00:00
3565,"Babyfood, cookies",ambiguous,,2026-05-26T01:52:54.199627+00:00
3566,"Babyfood, dessert, banana pudding, strained",non_vegan,,2026-05-26T01:52:54.199728+00:00
3567,"Babyfood, dessert, banana yogurt, strained",non_vegan,,2026-05-26T01:52:54.199820+00:00
3568,"Babyfood, dessert, blueberry yogurt, strained",non_vegan,,2026-05-26T01:52:54.199920+00:00
3569,"Babyfood, dessert, cherry vanilla pudding, junior",non_vegan,,2026-05-26T01:52:54.200043+00:00
3570,"Babyfood, dessert, cherry vanilla pudding, strained",non_vegan,,2026-05-26T01:52:54.200140+00:00
3571,"Babyfood, dessert, custard pudding, vanilla, strained",non_vegan,,2026-05-26T01:52:54.200239+00:00
3572,"Babyfood, dessert, dutch apple, junior",non_vegan,,2026-05-26T01:52:54.200526+00:00
3573,"Babyfood, dessert, dutch apple, strained",non_vegan,,2026-05-26T01:52:54.200625+00:00
3574,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",ambiguous,,2026-05-26T01:52:54.200716+00:00
3575,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",ambiguous,,2026-05-26T01:52:54.200809+00:00
3576,"Babyfood, dessert, fruit pudding, orange, strained",non_vegan,,2026-05-26T01:52:54.200897+00:00
3577,"Babyfood, dessert, fruit pudding, pineapple, strained",non_vegan,,2026-05-26T01:52:54.200988+00:00
3578,"Babyfood, dessert, peach cobbler, junior",non_vegan,,2026-05-26T01:52:54.201076+00:00
3579,"Babyfood, dessert, peach cobbler, strained",non_vegan,,2026-05-26T01:52:54.201165+00:00
3580,"Babyfood, dessert, peach melba, junior",non_vegan,,2026-05-26T01:52:54.201254+00:00
3581,"Babyfood, dessert, peach melba, strained",non_vegan,,2026-05-26T01:52:54.201375+00:00
3582,"Babyfood, dessert, tropical fruit, junior",ambiguous,,2026-05-26T01:52:54.201507+00:00
3583,"Babyfood, dinner, apples and chicken, strained",non_vegan,,2026-05-26T01:52:54.201601+00:00
3584,"Babyfood, dinner, beef lasagna, toddler",non_vegan,,2026-05-26T01:52:54.201691+00:00
3585,"Babyfood, dinner, beef noodle, junior",non_vegan,,2026-05-26T01:52:54.201781+00:00
3586,"Babyfood, dinner, beef noodle, strained",non_vegan,,2026-05-26T01:52:54.201871+00:00
3587,"Alaska Pollock, raw",non_vegan,,2026-05-26T01:52:58.286084+00:00
3588,"Alcoholic beverage, beer, light",vegan,,2026-05-26T01:52:58.286389+00:00
3589,"Alcoholic beverage, beer, light, BUD LIGHT",vegan,,2026-05-26T01:52:58.286558+00:00
3590,"Alcoholic beverage, beer, light, BUDWEISER SELECT",vegan,,2026-05-26T01:52:58.286717+00:00
3591,"Alcoholic beverage, beer, light, higher alcohol",vegan,,2026-05-26T01:52:58.286865+00:00
3592,"Alcoholic beverage, beer, light, low carb",vegan,,2026-05-26T01:52:58.287006+00:00
3593,"Alcoholic beverage, beer, regular, all",vegan,,2026-05-26T01:52:58.287154+00:00
3594,"Alcoholic beverage, beer, regular, BUDWEISER",vegan,,2026-05-26T01:52:58.287325+00:00
3595,"Alcoholic beverage, creme de menthe, 72 proof",vegan,,2026-05-26T01:52:58.287440+00:00
3596,"Alcoholic beverage, daiquiri, canned",vegan,,2026-05-26T01:52:58.287544+00:00
3597,"Alcoholic beverage, daiquiri, prepared-from-recipe",vegan,,2026-05-26T01:52:58.287651+00:00
3598,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",vegan,,2026-05-26T01:52:58.287763+00:00
3599,"Alcoholic beverage, distilled, rum, 80 proof",vegan,,2026-05-26T01:52:58.287886+00:00
3600,"Alcoholic beverage, distilled, vodka, 80 proof",vegan,,2026-05-26T01:52:58.287982+00:00
3601,"Alcoholic beverage, malt beer, hard lemonade",vegan,,2026-05-26T01:52:58.288094+00:00
3602,"Alcoholic beverage, whiskey sour, prepared from item 14028",vegan,,2026-05-26T01:52:58.288244+00:00
3603,"Alcoholic beverage, liqueur, coffee, 53 proof",ambiguous,,2026-05-26T01:52:58.288617+00:00
3604,"Alcoholic beverage, liqueur, coffee, 63 proof",ambiguous,,2026-05-26T01:52:58.288726+00:00
3605,"Alcoholic beverage, pina colada, canned",ambiguous,,2026-05-26T01:52:58.288873+00:00
3606,"Alcoholic beverage, pina colada, prepared-from-recipe",vegan,,2026-05-26T01:52:58.289016+00:00
3607,"Alcoholic beverage, rice (sake)",vegan,,2026-05-26T01:52:58.289161+00:00
3608,"Alcoholic beverage, tequila sunrise, canned",vegan,,2026-05-26T01:52:58.291566+00:00
3609,"Alcoholic beverage, whiskey sour",vegan,,2026-05-26T01:52:58.291737+00:00
3610,"Alcoholic beverage, whiskey sour, canned",vegan,,2026-05-26T01:52:58.291887+00:00
3611,"Alcoholic beverage, wine, dessert, dry",vegan,,2026-05-26T01:52:58.292017+00:00
3612,"Alcoholic beverage, wine, dessert, sweet",vegan,,2026-05-26T01:52:58.292124+00:00
3613,"Alcoholic beverage, wine, table, all",vegan,,2026-05-26T01:52:58.292221+00:00
3614,"Alcoholic beverage, wine, table, red",vegan,,2026-05-26T01:52:58.292372+00:00
3615,"Alcoholic Beverage, wine, table, red, Barbera",vegan,,2026-05-26T01:52:58.292448+00:00
3616,"Alcoholic Beverage, wine, table, red, Burgundy",vegan,,2026-05-26T01:52:58.292506+00:00
3617,"Alcoholic Beverage, wine, table, red, Cabernet Franc",vegan,,2026-05-26T01:52:58.292565+00:00
3618,"Alcoholic Beverage, wine, table, red, Carignane",vegan,,2026-05-26T01:52:58.292621+00:00
3619,"Alcoholic Beverage, wine, table, red, Claret",vegan,,2026-05-26T01:52:58.292674+00:00
3620,"Alcoholic Beverage, wine, table, red, Gamay",vegan,,2026-05-26T01:52:58.292730+00:00
3621,"Alcoholic Beverage, wine, table, red, Lemberger",vegan,,2026-05-26T01:52:58.292784+00:00
